id,value,feed_id,created_at,lat,lon,ele
0F97RR27C08J1GW2Y1EKHDW9KK,59.9,2508395,2023-04-09 07:38:00 UTC,,,
0F97RTXS20TC4KV0V84EG93697,55.7,2508395,2023-04-09 07:43:00 UTC,,,
0F97RXSAR0TSKFD9VCQEYGWMX0,61.5,2508395,2023-04-09 07:48:00 UTC,,,
0F97S0MWE0TDCNS5X97R0E3T1C,59.4,2508395,2023-04-09 07:53:00 UTC,,,
0F97S3GE40S2YVAPEP89J2J322,59.3,2508395,2023-04-09 07:58:00 UTC,,,
0F97S6BZT0HYG5EPRJYN70957E,60.1,2508395,2023-04-09 08:03:00 UTC,,,
0F97S97HG013XXZSJA0QYJTK70,59.8,2508395,2023-04-09 08:08:00 UTC,,,
0F97SC3360G82VVWKVHXBAC6M1,61.2,2508395,2023-04-09 08:13:00 UTC,,,
0F97SEYMW03VP349QNK1V2PYNB,59.2,2508395,2023-04-09 08:18:00 UTC,,,
0F97SHT6J0DN8EAS6F9F3AGE65,56.6,2508395,2023-04-09 08:23:00 UTC,,,
0F97SMNR80P13S6044G9WMBES8,58.0,2508395,2023-04-09 08:28:00 UTC,,,
0F97SQH9Y0YRYP1KB0QE8A30HK,58.9,2508395,2023-04-09 08:33:00 UTC,,,
0F97STCVM0AD89ZHDNFSERST9V,59.1,2508395,2023-04-09 08:38:00 UTC,,,
0F97SX8DA0VJV84QP88MNCN4N7,58.0,2508395,2023-04-09 08:43:00 UTC,,,
0F97T03Z00MEMKPM3S1XDTTX6J,61.4,2508395,2023-04-09 08:48:00 UTC,,,
0F97T2ZGP02QW5NE60MVEBRVDV,60.6,2508395,2023-04-09 08:53:00 UTC,,,
0F97T5V2C0CWGWYV390AQZ5DAG,55.0,2508395,2023-04-09 08:58:00 UTC,,,
0F97T8PM200EHA9XK6D4FWFYT7,58.2,2508395,2023-04-09 09:03:00 UTC,,,
0F97TBJ5R053C8DZS4RS65TE75,61.4,2508395,2023-04-09 09:08:00 UTC,,,
0F97TEDQE0ER0RHHSSQEVAWKJV,59.8,2508395,2023-04-09 09:13:00 UTC,,,
0F97TH99402HDWTV5SPBRMWP1F,60.3,2508395,2023-04-09 09:18:00 UTC,,,
0F97TM4TT0YEN8W5DSB4QJQQQA,62.1,2508395,2023-04-09 09:23:00 UTC,,,
0F97TQ0CG02KJ8J3XGB0FE0DXR,59.3,2508395,2023-04-09 09:28:00 UTC,,,
0F97TSVY60PE38MWJ34A62MPBH,63.7,2508395,2023-04-09 09:33:00 UTC,,,
0F97TWQFW08FFS8P2XD1XBBCAR,56.0,2508395,2023-04-09 09:38:00 UTC,,,
0F97TZK1J0KZZVM2MAAYYQNZAK,57.3,2508395,2023-04-09 09:43:00 UTC,,,
0F97V2EK80SG8A1Q74QRSJRNS9,60.4,2508395,2023-04-09 09:48:00 UTC,,,
0F97V5A4Y0EB0F91C25SX1WEN9,58.7,2508395,2023-04-09 09:53:00 UTC,,,
0F97V85PM0F6M8EPDTZAEFF7Y7,58.4,2508395,2023-04-09 09:58:00 UTC,,,
0F97VB18A04BMBXZAR1JHAVJKE,60.3,2508395,2023-04-09 10:03:00 UTC,,,
0F97VDWT001NQEBZDYMDRHB58D,58.4,2508395,2023-04-09 10:08:00 UTC,,,
0F97VGRBP0DQ5JBWAXCJYJEA46,60.7,2508395,2023-04-09 10:13:00 UTC,,,
0F97VKKXC0ETZ72AW7RPDTYEH5,60.9,2508395,2023-04-09 10:18:00 UTC,,,
0F97VPFF202YHR8AXTAPTHFD7Q,58.1,2508395,2023-04-09 10:23:00 UTC,,,
0F97VSB0R0DET50GKYHFCEVJ2Q,58.7,2508395,2023-04-09 10:28:00 UTC,,,
0F97VW6JE0ZA7EMJTNYHKB9SE1,59.1,2508395,2023-04-09 10:33:00 UTC,,,
0F97VZ2440E2JT1G1ZDN8C3SX6,55.8,2508395,2023-04-09 10:38:00 UTC,,,
0F97W1XNT0NWTGD5PDC0H2P4C4,58.4,2508395,2023-04-09 10:43:00 UTC,,,
0F97W4S7G0ES8YKZJAP708ADAC,60.8,2508395,2023-04-09 10:48:00 UTC,,,
0F97W7MS608678HX7Z0V1ZBFZ9,61.4,2508395,2023-04-09 10:53:00 UTC,,,
0F98A5Z0E0GYHY2QF94WPEEJBA,63.6,2508395,2023-04-09 23:53:00 UTC,,,
0F98A8TJ40NWAWZRC298C297KX,58.4,2508395,2023-04-09 23:58:00 UTC,,,
0F98ABP3T045JV91BN1GDFVFRJ,65.3,2508395,2023-04-10 00:03:00 UTC,,,
0F98AEHNG089W59C45HTWDJ722,60.8,2508395,2023-04-10 00:08:00 UTC,,,
0F98AHD760SPHKHJRSWJ267FGQ,62.2,2508395,2023-04-10 00:13:00 UTC,,,
0F98AM8RW064SK8S3M9YQB1FY1,61.3,2508395,2023-04-10 00:18:00 UTC,,,
0F98AQ4AJ0M8VTZRA3QR5FJDRA,61.5,2508395,2023-04-10 00:23:00 UTC,,,
0F98ASZW80GNQMVFQVGCR5KDSS,60.3,2508395,2023-04-10 00:28:00 UTC,,,
0F98AWVDY0YCBV1H3QSAZK2MKA,60.4,2508395,2023-04-10 00:33:00 UTC,,,
0F98AZPZM0C401FHPCDQ7MB63D,58.3,2508395,2023-04-10 00:38:00 UTC,,,
0F98B2JHA07P5E08D82YB022FH,59.5,2508395,2023-04-10 00:43:00 UTC,,,
0F98B5E300M95ZGJGC5B315K1N,61.7,2508395,2023-04-10 00:48:00 UTC,,,
0F98B89MP0VSKDQS8W9TAN3907,61.8,2508395,2023-04-10 00:53:00 UTC,,,
0F98BB56C004FJKRR7KCMXTC36,59.6,2508395,2023-04-10 00:58:00 UTC,,,
0F98BE0R2056W1VHAH64ZC1H4Y,60.7,2508395,2023-04-10 01:03:00 UTC,,,
0F98BGW9R0DX2MPYH9CKG16PJH,59.2,2508395,2023-04-10 01:08:00 UTC,,,
0F98BKQVE07AM7JM7FKBJ5RKEC,60.0,2508395,2023-04-10 01:13:00 UTC,,,
0F98BPKD40WE620RZYZAYDF0WG,61.2,2508395,2023-04-10 01:18:00 UTC,,,
0F98BSEYT09VZ2AB84XX0H21HD,59.7,2508395,2023-04-10 01:23:00 UTC,,,
0F98BWAGG0W4P3P69CVTGK2VCW,61.4,2508395,2023-04-10 01:28:00 UTC,,,
0F98BZ6260ZEY1PP781RMQQGZG,58.6,2508395,2023-04-10 01:33:00 UTC,,,
0F98C21KW0CSBD52NKP9R4SW97,59.2,2508395,2023-04-10 01:38:00 UTC,,,
0F98C4X5J0JG9TD579PDGWMECZ,57.9,2508395,2023-04-10 01:43:00 UTC,,,
0F98C7RQ8016T74XCZBYKMJ3S5,60.1,2508395,2023-04-10 01:48:00 UTC,,,
0F98CAM8Y0FYV7AFSRJF7ZDDSQ,58.8,2508395,2023-04-10 01:53:00 UTC,,,
0F98CDFTM0E1NJFECGY6QZFX6K,61.6,2508395,2023-04-10 01:58:00 UTC,,,
0F98CGBCA05VE5NMPNXVPQXJHW,59.3,2508395,2023-04-10 02:03:00 UTC,,,
0F98CK6Y00VMAA67JS18MQ57QN,60.3,2508395,2023-04-10 02:08:00 UTC,,,
0F98CP2FP0BMA9C151VS223ATP,62.7,2508395,2023-04-10 02:13:00 UTC,,,
0F98CRY1C0Z3F13HPFYSXPT31X,61.3,2508395,2023-04-10 02:18:00 UTC,,,
0F98CVSK20BEFTG6MAA27X668Q,60.4,2508395,2023-04-10 02:23:00 UTC,,,
0F98CYN4R063F8AD226FF5Q8N9,59.5,2508395,2023-04-10 02:28:00 UTC,,,
0F98D1GPE0MD4BCPK8KY06QHK3,61.0,2508395,2023-04-10 02:33:00 UTC,,,
0F98D4C840HQNP1NBWJ1YF2RSX,61.5,2508395,2023-04-10 02:38:00 UTC,,,
0F98D77ST0XTPB0GWC9HTGG4CA,61.9,2508395,2023-04-10 02:43:00 UTC,,,
0F98DA3BG00Q0E6AC28WMCP9BN,56.1,2508395,2023-04-10 02:48:00 UTC,,,
0F98DCYX60VTQP4XETEYGTX9Y3,60.1,2508395,2023-04-10 02:53:00 UTC,,,
0F98DFTEW02TBHPAV869BM21QE,60.4,2508395,2023-04-10 02:58:00 UTC,,,
0F98DJP0J06597G7D107TXTJ9R,60.1,2508395,2023-04-10 03:03:00 UTC,,,
0F98DNHJ80Q925CF84E6Q0B18F,60.2,2508395,2023-04-10 03:08:00 UTC,,,
0F98DRD3Y070ES64018TA7TNAD,56.2,2508395,2023-04-10 03:13:00 UTC,,,
0F98DV8NM0DVAJZ8DSWSBJ04GQ,57.3,2508395,2023-04-10 03:18:00 UTC,,,
0F98DY47A0XKBQ0XPA0NCCXKWS,56.5,2508395,2023-04-10 03:23:00 UTC,,,
0F98E0ZS00AP3BXTEHXXPNHF8P,61.5,2508395,2023-04-10 03:28:00 UTC,,,
0F98E3VAP03155MDRNDYFQ6AR2,61.2,2508395,2023-04-10 03:33:00 UTC,,,
0F98E6PWC0APZB03ME5TXVNA6X,56.9,2508395,2023-04-10 03:38:00 UTC,,,
0F98E9JE20ZKTADFCK43P85K5Q,58.0,2508395,2023-04-10 03:43:00 UTC,,,
0F98ECDZR0MJXRPAT8THAJ616Z,60.1,2508395,2023-04-10 03:48:00 UTC,,,
0F98EF9HE0V3K26HNFK8VTDKDM,62.2,2508395,2023-04-10 03:53:00 UTC,,,
0F98EJ53409R5N7RPF46HM31T5,63.6,2508395,2023-04-10 03:58:00 UTC,,,
0F98EN0MT08AK9E2798TE82MG2,59.8,2508395,2023-04-10 04:03:00 UTC,,,
0F98EQW6G02MYECCMH71GCFK8G,59.8,2508395,2023-04-10 04:08:00 UTC,,,
0F98ETQR60XGEDGY1V95Q4VH2S,60.5,2508395,2023-04-10 04:13:00 UTC,,,
0F98EXK9W0HQ8R6DK40THHJQ9Y,61.1,2508395,2023-04-10 04:18:00 UTC,,,
0F98F0EVJ0YN6YW433S947FQW4,61.9,2508395,2023-04-10 04:23:00 UTC,,,
0F98F3AD803YTAQ7CSECZ0BPXP,62.9,2508395,2023-04-10 04:28:00 UTC,,,
0F98F65YY0QAC0E0JBFWWPEK2E,60.4,2508395,2023-04-10 04:33:00 UTC,,,
0F98F91GM0G1E2BPVEB7T54EBF,59.0,2508395,2023-04-10 04:38:00 UTC,,,
0F98FBX2A0M3Z4S279PGZVWNNW,63.1,2508395,2023-04-10 04:43:00 UTC,,,
0F98FERM00G4Q34YM3QYFMDJEE,62.6,2508395,2023-04-10 04:48:00 UTC,,,
0F98FHM5P0T00G8J4MEN2T255S,61.5,2508395,2023-04-10 04:53:00 UTC,,,
0F98FMFQC03DW002CYZ215ARW8,57.6,2508395,2023-04-10 04:58:00 UTC,,,
0F98FQB920C8CK8MCCA95K8F0J,59.6,2508395,2023-04-10 05:03:00 UTC,,,
0F98FT6TR00Z598FA5XCCS8A1V,56.2,2508395,2023-04-10 05:08:00 UTC,,,
0F98FX2CE0CN2GZ66RGFD95C9M,58.0,2508395,2023-04-10 05:13:00 UTC,,,
0F98FZXY400909F4YPW5ZQBZQZ,59.5,2508395,2023-04-10 05:18:00 UTC,,,
0F98G2SFT0XYT80RTNK8SA4RG7,57.3,2508395,2023-04-10 05:23:00 UTC,,,
0F98G5N1G0QT4G0TA9WYCSSRK2,61.0,2508395,2023-04-10 05:28:00 UTC,,,
0F98G8GK6095EF4810B54F1D56,60.7,2508395,2023-04-10 05:33:00 UTC,,,
0F98GBC4W0TGTXDB99C3B4QF8J,61.4,2508395,2023-04-10 05:38:00 UTC,,,
0F98GE7PJ0ECSHCG8VV9V5A6ZP,61.8,2508395,2023-04-10 05:43:00 UTC,,,
0F98GH3880TT6RP7STT8GZNYYM,60.9,2508395,2023-04-10 05:48:00 UTC,,,
0F98GKYSY0J2KRNECX5AEEPCJG,59.5,2508395,2023-04-10 05:53:00 UTC,,,
0F98GPTBM09P06W9312305MCDS,58.1,2508395,2023-04-10 05:58:00 UTC,,,
0F98GSNXA0E68BFMHRNN6C6C4B,61.6,2508395,2023-04-10 06:03:00 UTC,,,
0F98GWHF00BSXXDAHDK0R03WER,62.6,2508395,2023-04-10 06:08:00 UTC,,,
0F98GZD0P0JEEFP7NAJ1EE88AA,59.5,2508395,2023-04-10 06:13:00 UTC,,,
0F98H28JC08S1W3JN85MY77E5A,62.1,2508395,2023-04-10 06:18:00 UTC,,,
0F98H54420KQ5M1FC73CB1G2PJ,58.7,2508395,2023-04-10 06:23:00 UTC,,,
0F98H7ZNR0WKFHB88BGVJXT72M,64.0,2508395,2023-04-10 06:28:00 UTC,,,
0F98HAV7E0RTK9C557G47ZEHQX,59.7,2508395,2023-04-10 06:33:00 UTC,,,
0F98HDPS40AX7XYHSH7NDTGX1B,67.0,2508395,2023-04-10 06:38:00 UTC,,,
0F98HGJAT02CTN6RMC408942CR,55.7,2508395,2023-04-10 06:43:00 UTC,,,
0F98HKDWG0MQRJHK2FVZPW80XJ,57.8,2508395,2023-04-10 06:48:00 UTC,,,
0F98HP9E600GP40EZXTSVR0W56,60.2,2508395,2023-04-10 06:53:00 UTC,,,
0F98HS4ZW0CAKD4CBD1QKXRKXE,63.7,2508395,2023-04-10 06:58:00 UTC,,,
0F98HW0HJ0SH3FHN2D8WT7D06H,60.3,2508395,2023-04-10 07:03:00 UTC,,,
0F98HYW380JJ9SDV7WVM11MFWT,57.6,2508395,2023-04-10 07:08:00 UTC,,,
0F98J1QMY0HT39TKK93XZQK58D,60.1,2508395,2023-04-10 07:13:00 UTC,,,
0F98J4K6M0WY5GFBEA879T55H7,60.1,2508395,2023-04-10 07:18:00 UTC,,,
0F98J7ERA0TX5J4QM2DQ00FC9J,59.4,2508395,2023-04-10 07:23:00 UTC,,,
0F98JAAA000Y38FE8MQ3YREANF,58.7,2508395,2023-04-10 07:28:00 UTC,,,
0F98JD5VP06XCT3NXBNDFXMQ6B,61.3,2508395,2023-04-10 07:33:00 UTC,,,
0F98JG1DC0SZGMDZAHY3F8TDTV,63.1,2508395,2023-04-10 07:38:00 UTC,,,
0F98JJWZ20D2R4DMQFPD624H9H,58.5,2508395,2023-04-10 07:43:00 UTC,,,
0F98JNRGR0579HQS3AGX4A2BYF,58.8,2508395,2023-04-10 07:48:00 UTC,,,
0F98JRM2E0RG19A0XBAF4BD7BA,61.3,2508395,2023-04-10 07:53:00 UTC,,,
0F98JVFM40ZSFY72ACCFCWN1WH,58.4,2508395,2023-04-10 07:58:00 UTC,,,
0F98JYB5T0GD5FPVPRCAGZKW3J,62.1,2508395,2023-04-10 08:03:00 UTC,,,
0F98K16QG0VVJS8A46ZW8Z9B1V,55.8,2508395,2023-04-10 08:08:00 UTC,,,
0F98K42960XREZJV4P8WAR9EY4,55.6,2508395,2023-04-10 08:13:00 UTC,,,
0F98K6XTW0NKBHVBEFHBPMJ87M,59.6,2508395,2023-04-10 08:18:00 UTC,,,
0F98K9SCJ0AEWV9H2KQY51MZAS,60.6,2508395,2023-04-10 08:23:00 UTC,,,
0F98KCMY80HTP9XCW3VER5P3JV,59.8,2508395,2023-04-10 08:28:00 UTC,,,
0F98KFGFY0JEGGNVSDZ1ZQWPB4,59.6,2508395,2023-04-10 08:33:00 UTC,,,
0F98KJC1M003N76TQGF92N8YF8,60.2,2508395,2023-04-10 08:38:00 UTC,,,
0F98KN7KA0WDEB82H0Q5ZW7BJE,62.6,2508395,2023-04-10 08:43:00 UTC,,,
0F98KR3500C0DWQF01QTN07B0F,58.4,2508395,2023-04-10 08:48:00 UTC,,,
0F98KTYPP0F2H8X6AJ047F5EJ5,60.4,2508395,2023-04-10 08:53:00 UTC,,,
0F98KXT8C015HBW08T4E6TPV9M,58.7,2508395,2023-04-10 08:58:00 UTC,,,
0F98M0NT20J4WYWA06H812KHT9,60.5,2508395,2023-04-10 09:03:00 UTC,,,
0F98M3HBR0RCHFEFW477EED68J,56.3,2508395,2023-04-10 09:08:00 UTC,,,
0F98M6CXE0Y7CEX8HMMC82VMHY,57.1,2508395,2023-04-10 09:13:00 UTC,,,
0F98M98F40ZVA73DTVAV2KMGE5,58.7,2508395,2023-04-10 09:18:00 UTC,,,
0F98MC40T040ZSSVFV89BB686A,59.0,2508395,2023-04-10 09:23:00 UTC,,,
0F98MEZJG0E6D3QHDF4KNJA0Z7,59.4,2508395,2023-04-10 09:28:00 UTC,,,
0F98MHV460K3VSK0AJEDKYTQBG,58.9,2508395,2023-04-10 09:33:00 UTC,,,
0F98MMPNW0ECHF9YZ0M307K9JJ,58.8,2508395,2023-04-10 09:38:00 UTC,,,
0F98MQJ7J0W854SXYV4TERDZSY,60.7,2508395,2023-04-10 09:43:00 UTC,,,
0F98MTDS80N39J0ZBHAZ2CHC89,61.9,2508395,2023-04-10 09:48:00 UTC,,,
0F98MX9AY0PGCB2RGJM0CERWB5,60.7,2508395,2023-04-10 09:53:00 UTC,,,
0F98N04WM01CR8T5W71A3ABEE6,62.6,2508395,2023-04-10 09:58:00 UTC,,,
0F98N30EA0FAAPQG04P6ARMAWW,60.6,2508395,2023-04-10 10:03:00 UTC,,,
0F98N5W000T5Y82M9N5FQRE68H,58.8,2508395,2023-04-10 10:08:00 UTC,,,
0F98N8QHP0QE30KRDFP6X4D3DX,62.1,2508395,2023-04-10 10:13:00 UTC,,,
0F98NBK3C0D40Z5AV3Q3KE09FR,59.8,2508395,2023-04-10 10:18:00 UTC,,,
0F98NEEN20M6PQBT6F9F966TCJ,57.5,2508395,2023-04-10 10:23:00 UTC,,,
0F98NHA6R02XRW7FRJHWMJT38E,60.7,2508395,2023-04-10 10:28:00 UTC,,,
0F98NM5RE0Z19ZNP0JP1K1NK24,58.5,2508395,2023-04-10 10:33:00 UTC,,,
0F98NQ1A40R829HMVCZNJWZYQM,59.9,2508395,2023-04-10 10:38:00 UTC,,,
0F98NSWVT04WDXTW9VMR00N7MW,58.2,2508395,2023-04-10 10:43:00 UTC,,,
0F98NWRDG0HD2KTSEJR7XT4PFF,64.4,2508395,2023-04-10 10:48:00 UTC,,,
0F98NZKZ60SQ3Y43V3JTDHAAB3,62.3,2508395,2023-04-10 10:53:00 UTC,,,
